timestamp,open,high,low,close,volume
2026-06-18,60.7400,61.1200,58.8500,59.5100,28928220
2026-06-17,63.5440,64.6900,60.3850,60.6100,33399784
2026-06-16,63.7000,63.8450,62.7600,63.3900,16353816
2026-06-15,64.2800,64.5000,63.2400,63.4700,19878899
2026-06-12,60.5300,61.8250,59.8650,61.2900,21271707
2026-06-11,57.4500,61.1000,57.3000,60.8200,30766061
2026-06-10,58.1900,59.4700,57.6250,57.6600,28661815
2026-06-09,61.8200,62.4250,58.2200,59.0100,34115094
2026-06-08,62.0300,62.2950,61.2350,61.5800,22342226
2026-06-05,64.0600,64.2450,61.3550,61.5700,37795074
2026-06-04,67.5000,67.7200,66.2000,66.9800,11803553
2026-06-03,67.0000,67.1400,66.1000,66.2100,13716212
2026-06-02,68.6900,69.0300,67.6300,67.9900,11642590
2026-06-01,67.4900,68.2350,66.8000,67.6700,16531525
2026-05-29,68.5600,69.3450,67.4800,68.3300,16549312
2026-05-28,66.5500,68.7600,66.1550,68.3600,18944972
2026-05-27,66.8840,67.9150,66.8800,67.5000,15831748
2026-05-26,69.0200,69.7300,68.5850,69.7200,15492514
2026-05-22,68.8600,69.0600,67.7950,68.3600,14406290
2026-05-21,67.6800,69.7500,67.3100,69.4500,17099102
2026-05-20,67.8200,69.3300,67.3300,68.7300,20537656
2026-05-19,66.6800,67.8000,66.1100,66.9000,23057283
2026-05-18,70.2300,70.7700,68.8800,69.9400,22926615
2026-05-15,69.7400,70.0600,68.5450,69.0400,45770126
2026-05-14,77.2900,77.2900,75.3900,75.5100,27151507
2026-05-13,78.6600,80.8600,78.2700,79.3500,31013612
2026-05-12,76.5000,78.6200,75.1450,78.5500,30999491
2026-05-11,77.0500,78.0000,76.1410,78.0000,38320830
2026-05-08,73.2900,73.8300,72.2800,73.0100,19125978
2026-05-07,73.2800,74.3250,71.1600,71.6000,33453093
2026-05-06,69.5550,70.3900,69.4400,70.1300,24490774
2026-05-05,66.7700,66.9500,65.8500,65.9100,12632131
2026-05-04,66.3940,67.5800,65.6100,65.9400,20986368
2026-05-01,67.5800,69.6500,67.5100,68.2900,20237187
2026-04-30,66.7000,66.8100,65.8750,66.6600,16140684
2026-04-29,64.9550,65.2650,64.1300,64.8400,18681748
2026-04-28,65.7900,66.5400,65.3700,66.2000,21555758
2026-04-27,68.3000,68.5500,67.5500,68.3300,13347201
2026-04-24,68.2900,69.4150,68.1000,68.7900,16377894
2026-04-23,68.7700,69.2400,67.5150,68.3800,21937399
2026-04-22,70.5500,70.9600,70.2300,70.3700,14416141
2026-04-21,70.9900,71.5600,68.3500,68.4900,31486978
2026-04-20,72.6500,72.8150,71.8100,72.1500,20811509
2026-04-17,73.8900,75.1600,73.4200,73.6300,35188646
2026-04-16,71.9200,72.2200,70.6550,71.2400,21529668
2026-04-15,71.9200,72.9000,71.3500,71.8400,23587683
2026-04-14,70.3320,72.0650,70.2700,72.0400,33053310
2026-04-13,67.1700,68.6800,66.5800,68.2800,25330550
2026-04-10,69.1000,69.5499,68.5600,69.0800,20820568
2026-04-09,67.6150,69.3400,67.1700,68.3900,27209990
2026-04-08,69.7280,69.9300,66.5200,67.4700,31631923
2026-04-07,65.2800,66.1900,63.2000,65.9400,30458555
2026-04-06,65.8500,66.2900,65.2200,66.0900,18134493
2026-04-02,63.5500,66.2300,63.4900,65.7900,37002901
2026-04-01,67.9600,68.9050,67.3750,68.1400,38360669
2026-03-31,65.8400,68.2000,65.6900,68.1400,42141649
2026-03-30,64.4600,64.6300,63.0200,63.5200,30511950
2026-03-27,61.4300,64.8750,61.2200,63.4400,52470824
2026-03-26,62.1000,63.1350,60.3700,60.7700,56080493
2026-03-25,66.0400,66.4000,64.4800,65.2100,38165922
2026-03-24,61.6200,63.6900,61.2690,62.9500,48267964
2026-03-23,61.3000,64.1100,60.9800,62.4700,72440030
2026-03-20,64.6800,64.9600,61.2500,61.5200,56912251
2026-03-19,61.9000,65.7400,60.8501,65.6800,96191604
