timestamp,open,high,low,close,volume
2026-04-13,677.4100,686.3000,676.5800,686.1000,54185819
2026-04-10,681.3200,682.0300,678.4500,679.4600,42253456
2026-04-09,674.8400,681.1600,673.7700,679.9100,57134445
2026-04-08,676.3900,677.0800,671.4600,676.0100,93606114
2026-04-07,656.6500,659.6100,651.0600,659.2200,69980362
2026-04-06,655.8600,659.7200,655.5200,658.9300,39105758
2026-04-02,646.4200,658.2000,645.1100,655.8300,68358713
2026-04-01,653.9000,658.5200,653.0000,655.2400,97841472
2026-03-31,638.9400,651.5400,637.9800,650.3400,152534102
2026-03-30,640.1100,640.3700,629.2800,631.9700,99275851
2026-03-27,642.5000,642.6600,633.1050,634.0900,103649368
2026-03-26,652.0600,654.8500,644.8200,645.0900,96494375
2026-03-25,658.6700,660.8900,654.2400,656.8200,90653787
2026-03-24,651.3200,657.0300,649.8800,653.1800,96457478
2026-03-23,658.0700,662.6150,653.9400,655.3800,134802732
2026-03-20,656.5100,656.6900,644.7200,648.5700,163617522
2026-03-19,656.9700,662.9800,655.1700,659.8000,111272539
